worker_id,age,zone,platform,months_active,avg_weekly_earnings,work_hours_daily,multiplatform,vehicle_type,geo_risk
W00708,26,Saket,BigBasket,18,2925.88,10.3,0,Bicycle,0.14
W00709,36,Gurgaon,Blinkit,30,5670.6,8.0,0,EV Scooter,0.3
W00710,43,West Delhi,BigBasket,10,3439.0,10.1,0,Bike,0.25
W00711,38,East Delhi,Zepto,18,5631.28,7.4,0,Bike,0.35
W00712,26,East Delhi,Zomato,38,2836.97,9.8,0,Bike,0.35
W00713,22,West Delhi,BigBasket,19,4275.65,8.5,1,Bike,0.25
W00714,22,Rohini,BigBasket,36,3933.71,7.0,1,Bike,0.18
W00715,44,North Delhi,Zomato,13,3012.44,9.4,1,Bicycle,0.2
W00716,37,Rohini,Blinkit,46,3375.95,8.9,0,Bike,0.18
W00717,39,South Delhi,Zomato,3,3737.9,6.7,0,Bike,0.1
W00718,41,South Delhi,BigBasket,10,3074.71,5.8,0,Bicycle,0.1
W00719,33,Gurgaon,Blinkit,38,3545.09,8.8,0,Bicycle,0.3
W00720,22,Noida,Blinkit,1,1858.08,11.4,0,EV Scooter,0.28
W00721,26,Noida,Zomato,27,4319.21,9.5,0,Bike,0.28
W00722,26,East Delhi,BigBasket,46,4731.72,8.0,0,Bicycle,0.35
W00723,24,Connaught Place,Zepto,8,4113.49,10.6,1,EV Scooter,0.15
W00724,22,Rohini,BigBasket,46,5561.41,10.4,0,Bike,0.18
W00725,37,Lajpat Nagar,Swiggy,42,4295.68,10.9,0,Bike,0.12
W00726,34,Saket,Instamart,17,4664.25,10.0,0,Bike,0.14
W00727,39,Faridabad,Zepto,9,4740.69,10.3,0,EV Scooter,0.32
W00728,33,Dwarka,Blinkit,6,1549.19,10.1,0,Bike,0.22
W00729,23,Noida,Zepto,43,4088.94,8.3,1,EV Scooter,0.28
W00730,43,Saket,Blinkit,25,2643.65,6.5,0,Bicycle,0.14
W00731,27,Dwarka,Blinkit,39,2805.28,8.2,0,Bike,0.22
W00732,40,Saket,Zepto,28,2944.42,10.7,0,Bike,0.14
W00733,32,Gurgaon,Blinkit,33,3499.83,8.4,0,Bike,0.3
W00734,41,Dwarka,Blinkit,37,4270.37,8.8,0,Bike,0.22
W00735,27,Faridabad,Swiggy,9,4097.19,7.3,0,Bicycle,0.32
W00736,34,Saket,BigBasket,18,3739.93,8.2,0,Bicycle,0.14
W00737,36,West Delhi,BigBasket,21,4328.15,9.0,0,Bike,0.25
W00738,24,Faridabad,Instamart,2,4376.79,9.7,0,Bicycle,0.32
W00739,39,Dwarka,Instamart,43,4104.1,8.3,0,Bike,0.22
W00740,23,Faridabad,Swiggy,38,2370.4,8.2,1,Bike,0.32
W00741,30,Saket,Instamart,40,3158.53,10.3,0,Bike,0.14
W00742,37,North Delhi,Zepto,36,3771.06,9.5,0,Bike,0.2
W00743,29,Saket,Zomato,43,4336.76,9.7,0,EV Scooter,0.14
W00744,36,Saket,Zomato,37,2687.14,11.3,1,Bicycle,0.14
W00745,34,Gurgaon,Zomato,15,3740.92,8.2,0,Bike,0.3
W00746,25,Rohini,Swiggy,28,2497.5,8.9,0,Bike,0.18
W00747,42,West Delhi,Swiggy,18,4570.73,9.8,0,Bike,0.25
W00748,40,Lajpat Nagar,Blinkit,34,3943.88,7.7,0,Bike,0.12
W00749,35,Noida,Zomato,22,2673.09,9.3,0,Bicycle,0.28
W00750,34,South Delhi,Zepto,11,2667.82,9.0,0,EV Scooter,0.1
W00751,27,Rohini,Instamart,13,4059.95,13.2,0,Bicycle,0.18
W00752,28,South Delhi,Zepto,4,4849.84,9.1,0,Bike,0.1
W00753,30,Gurgaon,Instamart,22,2872.57,10.7,1,Bike,0.3
W00754,21,West Delhi,Zomato,7,4379.28,10.2,0,Bike,0.25
W00755,32,Saket,Zomato,43,3316.21,7.3,0,Bike,0.14
W00756,23,East Delhi,Zomato,24,4408.56,6.7,0,Bike,0.35
W00757,28,Noida,Swiggy,4,4296.55,9.4,0,Bike,0.28
W00758,24,North Delhi,Instamart,28,3874.24,10.9,0,Bike,0.2
W00759,38,East Delhi,Swiggy,15,2282.49,9.4,0,Bike,0.35
W00760,41,Gurgaon,Swiggy,1,4294.95,9.1,0,Bicycle,0.3
W00761,22,Rohini,BigBasket,3,4151.62,8.6,0,Bike,0.18
W00762,40,North Delhi,Zepto,14,4078.34,7.0,0,Bicycle,0.2
W00763,22,Faridabad,Zepto,38,3906.54,7.6,0,Bike,0.32
W00764,25,Dwarka,Blinkit,1,3046.97,6.6,0,Bike,0.22
W00765,29,North Delhi,Swiggy,38,4616.37,7.3,0,Bicycle,0.2
W00766,24,Lajpat Nagar,Instamart,38,4468.51,8.2,0,Bike,0.12
W00767,44,Gurgaon,BigBasket,21,2889.66,10.2,0,EV Scooter,0.3
W00768,22,Connaught Place,BigBasket,29,4801.44,8.3,0,Bike,0.15
W00769,41,Dwarka,Zepto,5,3855.34,9.4,0,Bike,0.22
W00770,43,South Delhi,Swiggy,10,3853.31,9.2,0,Bike,0.1
W00771,26,Noida,Blinkit,28,3608.92,9.7,0,Bicycle,0.28
W00772,41,South Delhi,Swiggy,21,3687.61,7.4,1,Bicycle,0.1
W00773,37,North Delhi,Zomato,7,4846.72,10.6,0,Bicycle,0.2
W00774,42,South Delhi,Swiggy,3,4576.46,6.9,0,Bicycle,0.1
W00775,27,Lajpat Nagar,Zomato,45,4559.48,8.3,0,Bike,0.12
W00776,20,Gurgaon,Zomato,47,3897.65,9.0,0,Bike,0.3
W00777,44,Faridabad,Blinkit,20,4461.34,10.1,0,Bike,0.32
W00778,23,Rohini,Instamart,19,3082.55,11.1,0,Bike,0.18
W00779,43,Noida,Zepto,35,4216.75,10.2,0,EV Scooter,0.28
W00780,26,Lajpat Nagar,Swiggy,4,3627.21,11.1,0,Bike,0.12
W00781,33,Lajpat Nagar,Zomato,5,2102.16,7.8,1,Bike,0.12
W00782,32,South Delhi,Swiggy,1,2481.12,10.8,0,Bike,0.1
W00783,29,South Delhi,Instamart,4,3219.62,10.5,0,EV Scooter,0.1
W00784,42,North Delhi,Zepto,12,4082.12,5.4,0,EV Scooter,0.2
W00785,37,Rohini,Instamart,27,3220.34,8.7,1,Bike,0.18
W00786,20,East Delhi,Zepto,42,3277.11,9.9,0,Bike,0.35
W00787,23,South Delhi,BigBasket,23,4360.61,8.2,0,Bike,0.1
W00788,35,Gurgaon,Zepto,25,3305.99,7.4,0,Bike,0.3
W00789,35,Connaught Place,Blinkit,21,4814.65,12.2,0,EV Scooter,0.15
W00790,37,Noida,Instamart,24,4682.1,9.2,0,Bike,0.28
W00791,27,Saket,Zomato,25,3767.51,9.2,0,Bike,0.14
W00792,29,South Delhi,BigBasket,45,4352.77,7.0,0,Bike,0.1
W00793,35,Gurgaon,Blinkit,46,4243.79,8.1,1,Bike,0.3
W00794,42,Gurgaon,Swiggy,32,3553.47,7.7,0,Bicycle,0.3
W00795,43,Noida,Instamart,32,4439.31,10.6,1,Bike,0.28
W00796,30,East Delhi,Zomato,5,4557.12,9.8,1,Bike,0.35
W00797,25,Gurgaon,Zepto,36,2988.05,8.1,0,EV Scooter,0.3
W00798,20,Connaught Place,Zomato,46,3872.84,9.8,0,Bike,0.15
W00799,31,Gurgaon,Swiggy,42,3864.0,8.6,0,Bicycle,0.3
W00800,44,Gurgaon,BigBasket,42,4429.7,9.4,0,Bike,0.3
W00801,25,Gurgaon,BigBasket,39,3394.91,9.3,0,Bike,0.3
W00802,32,Faridabad,Instamart,16,3271.79,9.6,0,Bike,0.32
W00803,36,Faridabad,BigBasket,33,3885.2,9.4,0,Bike,0.32
W00804,20,East Delhi,Instamart,21,4695.09,9.6,0,Bike,0.35
W00805,27,South Delhi,Instamart,9,2790.5,10.9,0,Bike,0.1
W00806,41,Gurgaon,Instamart,6,2930.16,10.0,1,Bike,0.3
W00807,27,Rohini,Zepto,45,3333.6,8.5,0,Bike,0.18
W00808,43,South Delhi,Blinkit,35,3475.94,8.9,1,Bicycle,0.1
W00809,30,East Delhi,Instamart,39,2337.53,10.8,0,EV Scooter,0.35
W00810,33,West Delhi,Instamart,22,4948.56,9.2,0,Bike,0.25
W00811,43,South Delhi,Blinkit,41,3645.75,8.4,0,Bike,0.1
W00812,29,South Delhi,Zomato,5,3525.92,8.1,0,Bicycle,0.1
W00813,34,Dwarka,Instamart,42,5048.11,9.4,0,Bike,0.22
W00814,26,North Delhi,Zepto,23,4324.23,7.7,0,Bike,0.2
W00815,26,Saket,BigBasket,17,3321.66,10.9,0,Bike,0.14
W00816,29,Dwarka,BigBasket,12,3881.69,7.4,0,Bike,0.22
W00817,23,Connaught Place,Swiggy,23,3716.61,11.2,0,Bike,0.15
W00818,44,Faridabad,Swiggy,16,4908.68,8.6,0,EV Scooter,0.32
W00819,37,Faridabad,BigBasket,3,3616.06,7.4,0,Bicycle,0.32
W00820,44,North Delhi,BigBasket,30,2596.35,9.3,0,Bicycle,0.2
W00821,29,Noida,Zepto,22,2248.22,7.6,1,Bike,0.28
W00822,38,Noida,Blinkit,9,4930.13,9.1,1,Bike,0.28
W00823,33,East Delhi,Swiggy,29,3119.11,8.1,1,EV Scooter,0.35
W00824,32,Lajpat Nagar,Blinkit,47,4286.17,10.4,0,Bike,0.12
W00825,34,North Delhi,Zepto,37,3807.41,9.2,0,Bike,0.2
W00826,35,Saket,BigBasket,23,3416.68,7.2,0,Bike,0.14
W00827,21,South Delhi,Instamart,13,3542.12,8.1,0,Bike,0.1
W00828,23,Noida,Blinkit,32,5016.7,10.1,0,Bike,0.28
W00829,40,Saket,BigBasket,46,2591.55,10.9,0,Bike,0.14
W00830,37,Gurgaon,BigBasket,47,3440.84,8.9,0,EV Scooter,0.3
W00831,36,Lajpat Nagar,Zomato,23,4475.25,7.4,0,Bike,0.12
W00832,29,Rohini,Blinkit,45,2723.48,10.6,0,Bike,0.18
W00833,40,South Delhi,Instamart,17,4803.83,10.1,0,Bicycle,0.1
W00834,28,Connaught Place,Blinkit,40,4463.8,11.0,0,Bike,0.15
W00835,34,Gurgaon,BigBasket,21,3967.44,9.4,0,Bike,0.3
W00836,31,Gurgaon,Instamart,2,3347.47,8.2,0,Bike,0.3
W00837,40,North Delhi,Zepto,37,2620.75,9.8,1,Bike,0.2
W00838,28,Lajpat Nagar,Zomato,6,4315.64,9.5,0,Bike,0.12
W00839,33,East Delhi,BigBasket,44,5948.92,8.1,0,Bicycle,0.35
W00840,32,Connaught Place,Swiggy,18,3866.71,9.3,1,EV Scooter,0.15
W00841,25,Noida,Swiggy,30,2289.16,8.7,0,Bike,0.28
W00842,38,Saket,Zomato,22,4116.01,10.1,0,Bike,0.14
W00843,23,North Delhi,Zepto,33,4438.21,9.7,0,Bike,0.2
W00844,39,Noida,BigBasket,30,3015.72,7.4,0,Bike,0.28
W00845,36,North Delhi,Blinkit,17,3233.59,7.3,0,Bike,0.2
W00846,38,North Delhi,Zomato,43,3152.1,8.9,0,Bike,0.2
W00847,22,North Delhi,Zepto,32,3324.91,9.0,0,Bike,0.2
W00848,33,Lajpat Nagar,Blinkit,42,3612.27,10.1,0,Bike,0.12
W00849,36,East Delhi,Swiggy,14,3061.28,9.8,1,Bike,0.35
W00850,32,North Delhi,Swiggy,10,2761.33,11.2,0,Bike,0.2
W00851,28,West Delhi,Blinkit,47,3889.5,8.3,0,Bike,0.25
W00852,20,Rohini,Zomato,36,3603.87,8.2,0,EV Scooter,0.18
W00853,44,Noida,Swiggy,34,3401.01,7.6,0,Bike,0.28
W00854,36,South Delhi,BigBasket,9,3816.55,10.1,0,EV Scooter,0.1
W00855,35,Dwarka,Instamart,42,2533.86,9.0,0,EV Scooter,0.22
W00856,37,Saket,Blinkit,28,3960.56,6.2,0,Bicycle,0.14
W00857,21,Connaught Place,Blinkit,11,3417.45,9.3,0,Bike,0.15
W00858,33,Faridabad,Swiggy,14,3941.59,9.4,0,EV Scooter,0.32
W00859,41,East Delhi,Zomato,39,4069.72,8.8,0,Bike,0.35
W00860,42,South Delhi,BigBasket,47,4654.92,9.4,0,Bike,0.1
W00861,36,Gurgaon,Zomato,19,3832.36,7.2,0,Bike,0.3
W00862,22,West Delhi,Zepto,15,4603.38,11.5,1,Bike,0.25
W00863,21,Faridabad,Zepto,28,3492.47,9.6,0,Bike,0.32
W00864,27,Dwarka,Instamart,24,3530.66,6.3,0,Bike,0.22
W00865,44,South Delhi,Swiggy,8,3677.26,9.0,0,Bike,0.1
W00866,21,Faridabad,Swiggy,43,4369.3,9.6,0,Bicycle,0.32
W00867,21,South Delhi,Swiggy,9,4254.77,7.3,0,Bike,0.1
W00868,28,Saket,Instamart,47,3858.06,9.8,0,Bike,0.14
W00869,39,West Delhi,Zepto,33,2767.81,11.5,0,EV Scooter,0.25
W00870,40,Dwarka,Zomato,33,4240.45,8.0,0,Bike,0.22
W00871,44,Gurgaon,Instamart,19,3060.88,9.6,0,Bike,0.3
W00872,25,North Delhi,Instamart,3,3017.28,9.3,0,EV Scooter,0.2
W00873,31,Noida,Zomato,10,2839.21,10.5,1,Bike,0.28
W00874,44,Gurgaon,Swiggy,40,3683.47,8.8,0,Bike,0.3
W00875,28,North Delhi,BigBasket,47,4719.38,7.4,0,EV Scooter,0.2
W00876,26,Lajpat Nagar,Zomato,42,2977.71,10.4,0,EV Scooter,0.12
W00877,31,Lajpat Nagar,Zepto,1,5092.86,7.5,0,Bike,0.12
W00878,44,Lajpat Nagar,Blinkit,29,4477.85,11.7,0,Bike,0.12
W00879,24,East Delhi,Blinkit,34,2578.32,9.8,0,EV Scooter,0.35
W00880,35,Rohini,Instamart,13,3443.78,8.1,0,Bike,0.18
W00881,24,Connaught Place,Blinkit,1,2917.8,10.7,1,Bike,0.15
W00882,31,Connaught Place,BigBasket,34,4281.96,9.0,0,Bike,0.15
W00883,43,Lajpat Nagar,Swiggy,29,2959.47,8.7,1,Bike,0.12
W00884,39,Noida,Zepto,47,2453.1,8.0,0,Bicycle,0.28
W00885,28,Dwarka,BigBasket,13,3489.42,6.2,0,Bicycle,0.22
W00886,42,West Delhi,Zepto,29,4685.52,9.9,0,Bicycle,0.25
W00887,26,Dwarka,Zepto,39,3595.99,6.6,0,Bike,0.22
W00888,38,West Delhi,Swiggy,24,4068.76,7.8,0,Bike,0.25
W00889,39,Dwarka,Instamart,26,4099.78,9.6,0,Bicycle,0.22
W00890,42,Rohini,Blinkit,17,2540.18,8.2,0,Bike,0.18
W00891,30,East Delhi,Swiggy,7,3030.5,9.2,0,EV Scooter,0.35
W00892,40,East Delhi,BigBasket,13,3755.17,7.2,1,Bicycle,0.35
W00893,31,Lajpat Nagar,Instamart,5,3304.12,8.5,0,Bike,0.12
W00894,22,North Delhi,BigBasket,26,5113.56,9.2,1,Bike,0.2
W00895,36,Faridabad,Instamart,3,2767.34,7.6,0,Bicycle,0.32
W00896,26,East Delhi,BigBasket,7,3022.59,11.5,1,EV Scooter,0.35
W00897,41,East Delhi,Swiggy,39,3982.44,8.0,0,Bike,0.35
W00898,29,Gurgaon,Instamart,1,3247.69,11.1,0,Bicycle,0.3
W00899,42,Gurgaon,Instamart,17,1500.0,8.7,0,Bike,0.3
W00900,34,North Delhi,Zepto,43,5297.74,6.6,0,Bike,0.2
W00901,21,Saket,Zepto,25,2890.56,7.3,0,Bike,0.14
W00902,32,Faridabad,Zomato,3,4198.71,9.3,0,Bicycle,0.32
W00903,23,Noida,BigBasket,15,2747.29,10.5,0,EV Scooter,0.28
W00904,37,Gurgaon,Zepto,29,3059.57,11.7,0,Bike,0.3
W00905,43,Noida,Zomato,43,2451.65,9.2,0,Bike,0.28
W00906,42,South Delhi,Zepto,32,3157.05,7.2,0,Bicycle,0.1
W00907,20,Gurgaon,BigBasket,26,3234.57,9.4,0,Bike,0.3
W00908,21,Rohini,Instamart,16,3643.95,7.8,1,Bike,0.18
W00909,21,Saket,Blinkit,25,3451.94,9.6,0,Bike,0.14
W00910,23,Faridabad,BigBasket,28,2596.78,7.6,0,Bike,0.32
W00911,22,North Delhi,Swiggy,9,3330.88,5.9,1,Bicycle,0.2
W00912,36,South Delhi,Zepto,1,4907.61,11.0,0,Bicycle,0.1
W00913,33,Faridabad,Zepto,29,4812.71,8.7,0,Bike,0.32
W00914,21,Lajpat Nagar,Instamart,22,4114.55,9.1,0,Bike,0.12
W00915,35,Rohini,Swiggy,16,4280.48,10.5,0,Bike,0.18
W00916,30,Faridabad,Instamart,41,5398.66,11.8,0,Bike,0.32
W00917,44,Rohini,Swiggy,44,4207.0,10.1,0,Bike,0.18
W00918,32,Rohini,Blinkit,41,4265.35,9.2,0,Bike,0.18
W00919,20,Noida,Zepto,7,2498.33,9.7,0,Bicycle,0.28
W00920,44,Dwarka,Zepto,14,2859.9,8.6,0,Bicycle,0.22
W00921,42,Lajpat Nagar,Blinkit,29,3723.85,9.1,1,Bike,0.12
W00922,21,South Delhi,Zomato,19,3104.05,9.2,0,Bicycle,0.1
W00923,21,Faridabad,Instamart,19,2951.64,7.8,1,EV Scooter,0.32
W00924,40,West Delhi,Blinkit,2,3044.03,9.0,1,Bike,0.25
W00925,24,South Delhi,Instamart,41,2611.14,9.6,0,Bike,0.1
W00926,23,Dwarka,BigBasket,45,3116.89,9.8,0,Bike,0.22
W00927,31,South Delhi,Zepto,15,4021.55,9.7,0,Bike,0.1
W00928,22,East Delhi,Instamart,3,5187.06,7.0,0,Bicycle,0.35
W00929,39,West Delhi,Swiggy,11,4387.59,10.8,0,Bicycle,0.25
W00930,29,Dwarka,Instamart,46,4258.92,10.7,1,Bike,0.22
W00931,39,Noida,BigBasket,30,2451.17,8.9,0,Bicycle,0.28
W00932,37,Faridabad,Zepto,40,3845.44,9.7,0,Bicycle,0.32
W00933,40,Saket,Blinkit,18,3696.43,8.7,0,Bike,0.14
W00934,40,Connaught Place,BigBasket,2,3982.59,10.1,0,Bike,0.15
W00935,40,Dwarka,Zepto,32,3461.45,7.8,0,EV Scooter,0.22
W00936,29,North Delhi,Instamart,8,5079.66,11.0,0,EV Scooter,0.2
W00937,20,Faridabad,Zomato,22,3792.22,10.1,0,Bicycle,0.32
W00938,25,Lajpat Nagar,Zomato,6,3870.18,10.1,0,EV Scooter,0.12
W00939,30,Dwarka,Swiggy,12,2180.05,8.8,1,Bike,0.22
W00940,21,East Delhi,Zepto,47,3664.66,6.9,1,Bike,0.35
W00941,26,Connaught Place,Zomato,40,4669.41,10.3,0,Bike,0.15
W00942,39,East Delhi,Blinkit,36,4194.46,6.9,0,Bike,0.35
W00943,40,Connaught Place,Zepto,15,2025.53,10.3,0,Bicycle,0.15
W00944,40,Lajpat Nagar,Blinkit,28,3390.26,7.8,0,EV Scooter,0.12
W00945,40,Saket,Blinkit,45,5135.52,6.6,0,Bicycle,0.14
W00946,37,North Delhi,Zomato,18,3629.49,9.0,0,Bike,0.2
W00947,40,Faridabad,Zepto,2,4007.93,10.8,0,Bike,0.32
W00948,38,Noida,Instamart,13,5045.21,7.6,1,Bike,0.28
W00949,23,East Delhi,BigBasket,45,3626.31,11.4,0,Bike,0.35
W00950,32,East Delhi,Zomato,15,4382.82,10.0,0,Bicycle,0.35
W00951,37,Rohini,Zomato,20,4079.12,9.2,0,Bike,0.18
W00952,39,Connaught Place,Instamart,29,4250.12,8.3,0,EV Scooter,0.15
W00953,44,Gurgaon,Zepto,42,4053.37,8.5,0,EV Scooter,0.3
W00954,43,Saket,Zepto,29,3311.9,9.6,0,Bike,0.14
W00955,32,Faridabad,Blinkit,3,3391.76,10.3,0,Bike,0.32
W00956,38,Connaught Place,Instamart,19,3066.34,8.1,0,Bicycle,0.15
W00957,36,Rohini,Instamart,3,2438.23,7.8,0,Bike,0.18
W00958,20,South Delhi,Zepto,14,4745.62,8.7,1,Bicycle,0.1
W00959,25,Connaught Place,Blinkit,40,3758.07,11.1,0,Bike,0.15
W00960,38,Noida,Zomato,4,4705.33,7.2,1,Bike,0.28
W00961,39,Faridabad,Swiggy,11,5002.3,10.7,0,Bike,0.32
W00962,20,Saket,BigBasket,31,3792.73,9.1,0,Bike,0.14
W00963,27,Rohini,Zomato,43,2699.21,6.5,0,EV Scooter,0.18
W00964,36,South Delhi,Zepto,32,3593.05,8.3,0,Bike,0.1
W00965,40,West Delhi,BigBasket,27,3213.09,9.9,0,EV Scooter,0.25
W00966,41,Rohini,Swiggy,30,2165.88,11.7,0,Bicycle,0.18
W00967,34,West Delhi,Swiggy,43,3348.62,7.0,0,Bicycle,0.25
W00968,37,Faridabad,Blinkit,2,3692.77,4.8,0,Bike,0.32
W00969,26,East Delhi,BigBasket,9,3235.34,7.0,1,Bike,0.35
W00970,35,Rohini,Blinkit,28,3132.76,10.7,0,Bike,0.18
W00971,26,North Delhi,Zomato,31,2727.97,6.3,0,Bike,0.2
W00972,36,West Delhi,Instamart,34,3906.74,11.2,0,Bicycle,0.25
W00973,23,Noida,Instamart,15,5245.42,10.8,0,Bike,0.28
W00974,31,North Delhi,Instamart,25,4772.9,9.3,0,EV Scooter,0.2
W00975,32,Dwarka,BigBasket,36,4272.9,8.1,0,Bike,0.22
W00976,23,Dwarka,Instamart,8,4290.33,9.1,0,Bicycle,0.22
W00977,40,South Delhi,Zomato,9,3643.89,9.9,0,Bike,0.1
W00978,20,Saket,Blinkit,37,2306.39,9.7,0,Bicycle,0.14
W00979,20,East Delhi,BigBasket,45,3454.45,11.6,0,EV Scooter,0.35
W00980,26,Faridabad,Blinkit,39,2974.58,8.6,0,Bike,0.32
W00981,28,Rohini,BigBasket,32,3873.76,7.0,0,Bike,0.18
W00982,20,Gurgaon,Blinkit,17,4736.57,6.8,0,Bicycle,0.3
W00983,35,Noida,Swiggy,35,5328.73,6.5,1,Bike,0.28
W00984,37,West Delhi,Blinkit,37,3801.7,9.3,1,Bike,0.25
W00985,41,Faridabad,Instamart,19,2416.27,8.6,0,Bike,0.32
W00986,34,North Delhi,Swiggy,44,3800.14,9.0,0,EV Scooter,0.2
W00987,25,Lajpat Nagar,Blinkit,29,3821.88,8.2,0,EV Scooter,0.12
W00988,21,Dwarka,BigBasket,7,4293.08,7.3,0,Bicycle,0.22
W00989,28,Lajpat Nagar,BigBasket,28,3734.64,9.9,0,Bicycle,0.12
W00990,23,Noida,BigBasket,9,3803.21,5.3,0,Bicycle,0.28
W00991,32,Gurgaon,Zepto,28,3244.35,7.8,0,Bike,0.3
W00992,42,Rohini,Zomato,6,3500.48,10.2,0,Bike,0.18
W00993,41,South Delhi,BigBasket,29,4160.59,7.6,0,Bike,0.1
W00994,30,Gurgaon,Swiggy,17,2143.21,9.6,0,EV Scooter,0.3
W00995,32,Noida,BigBasket,16,3496.17,7.8,0,Bicycle,0.28
W00996,30,Gurgaon,Zepto,23,4300.32,8.3,0,Bike,0.3
W00997,38,Noida,Instamart,31,5062.58,9.9,0,Bicycle,0.28
W00998,27,Noida,Swiggy,3,3431.33,7.1,0,Bike,0.28
W00999,26,Connaught Place,Zepto,21,4698.3,10.1,0,Bicycle,0.15
W01000,44,West Delhi,Instamart,26,5102.02,9.1,0,Bike,0.25
W01001,35,Lajpat Nagar,Swiggy,36,3441.69,10.9,0,Bike,0.12
W01002,22,Dwarka,Blinkit,42,3303.43,9.3,0,Bike,0.22
W01003,36,Connaught Place,Zomato,37,3604.34,7.4,0,Bicycle,0.15
W01004,37,Rohini,Zomato,22,3684.44,11.6,0,Bike,0.18
W01005,34,Connaught Place,Zepto,42,4622.66,7.5,0,Bike,0.15
W01006,36,East Delhi,Instamart,12,3131.02,8.7,0,Bicycle,0.35
W01007,30,East Delhi,Zomato,42,4980.45,10.4,1,Bicycle,0.35
W01008,24,Dwarka,Instamart,13,3109.39,6.2,1,EV Scooter,0.22
W01009,35,Gurgaon,Instamart,11,2738.46,11.2,0,Bike,0.3
W01010,34,West Delhi,Zepto,16,4169.02,7.3,1,EV Scooter,0.25
W01011,29,Dwarka,Zepto,8,4734.45,8.3,0,Bike,0.22
W01012,33,Noida,Zepto,40,3892.92,9.4,0,Bicycle,0.28
W01013,21,North Delhi,Zomato,40,4098.07,8.9,0,Bicycle,0.2
W01014,35,West Delhi,Zepto,45,5313.44,10.2,0,Bike,0.25
W01015,38,Saket,Zomato,2,4745.72,6.6,0,Bike,0.14
W01016,27,Lajpat Nagar,Zepto,30,3774.74,10.1,0,Bicycle,0.12
W01017,34,West Delhi,BigBasket,30,3405.08,10.2,0,Bike,0.25
W01018,29,Noida,Instamart,12,4626.05,10.5,0,Bicycle,0.28
W01019,24,Noida,Zepto,10,4413.43,6.6,0,Bike,0.28
W01020,39,South Delhi,Swiggy,44,4084.86,6.8,0,Bike,0.1
W01021,35,Dwarka,Instamart,11,3488.39,8.5,0,Bike,0.22
W01022,40,Noida,Instamart,15,3688.89,7.0,0,Bicycle,0.28
W01023,41,East Delhi,Zepto,16,3631.98,6.3,0,Bike,0.35
W01024,31,Rohini,Blinkit,17,3501.7,8.4,0,Bicycle,0.18
W01025,42,North Delhi,Zepto,26,3269.08,9.4,0,Bike,0.2
W01026,32,Lajpat Nagar,Instamart,2,3962.16,13.2,0,Bicycle,0.12
W01027,28,Dwarka,Swiggy,12,3232.95,9.8,0,Bike,0.22
W01028,36,Faridabad,Instamart,26,3891.9,11.6,0,Bike,0.32
W01029,39,East Delhi,Swiggy,23,2070.1,8.9,0,Bicycle,0.35
W01030,31,Saket,Zomato,18,3270.1,9.8,0,Bike,0.14
W01031,44,Gurgaon,BigBasket,32,4628.66,8.8,1,Bike,0.3
W01032,24,Noida,Instamart,38,3029.66,13.0,0,EV Scooter,0.28
W01033,43,Faridabad,Zepto,47,4223.68,8.0,0,Bike,0.32
W01034,31,Noida,Zomato,3,3096.17,8.2,0,Bike,0.28
W01035,20,West Delhi,BigBasket,38,4370.63,10.2,1,Bike,0.25
W01036,39,East Delhi,Zepto,3,3512.31,9.3,1,Bike,0.35
W01037,35,West Delhi,Blinkit,30,3480.68,8.4,0,Bike,0.25
W01038,31,South Delhi,Zepto,1,3793.48,10.4,0,Bike,0.1
W01039,28,West Delhi,Swiggy,30,2675.26,8.9,0,Bicycle,0.25
W01040,32,South Delhi,Swiggy,45,4527.67,8.9,0,Bike,0.1
W01041,36,Saket,Blinkit,32,4792.75,9.3,0,Bicycle,0.14
W01042,36,South Delhi,Zomato,28,3461.97,6.4,0,Bike,0.1
W01043,23,Faridabad,BigBasket,21,4169.36,6.6,0,Bike,0.32
W01044,33,Noida,Zepto,46,4373.13,10.6,0,Bike,0.28
W01045,38,Gurgaon,Swiggy,13,3676.99,8.0,0,Bicycle,0.3
W01046,26,Lajpat Nagar,Zomato,27,2863.4,8.8,0,Bike,0.12
W01047,22,West Delhi,Blinkit,36,5025.27,11.4,0,Bicycle,0.25
W01048,20,Lajpat Nagar,Instamart,7,3435.98,8.9,0,Bike,0.12
W01049,31,East Delhi,Swiggy,22,3262.69,8.7,0,Bicycle,0.35
W01050,34,South Delhi,Blinkit,10,5061.03,10.3,0,Bike,0.1
W01051,30,Noida,Zepto,39,4238.05,8.1,0,Bike,0.28
W01052,29,North Delhi,BigBasket,15,3955.94,10.8,0,Bike,0.2
W01053,21,Dwarka,Swiggy,15,2973.39,10.3,0,Bike,0.22
W01054,23,Faridabad,Swiggy,4,4392.24,11.7,0,Bike,0.32
W01055,36,Gurgaon,Zepto,32,6067.21,8.0,0,Bike,0.3
W01056,36,Connaught Place,Instamart,23,4454.41,11.1,0,Bicycle,0.15
W01057,27,Faridabad,Zomato,6,4146.87,9.8,0,Bike,0.32
W01058,42,Saket,BigBasket,24,4326.87,7.0,0,Bike,0.14
W01059,33,North Delhi,Swiggy,20,3487.51,5.1,0,Bike,0.2
W01060,43,Dwarka,BigBasket,37,3479.88,7.8,0,Bike,0.22
W01061,23,North Delhi,Swiggy,20,3469.64,9.4,0,Bike,0.2
