claim_id,worker_id,event_id,worker_age,worker_zone,platform,vehicle_type,months_active,avg_weekly_earnings_inr,work_hours_daily,multiplatform,season,trigger_type,geo_risk,temporal_risk,combined_risk,gps_zone_match,gps_network_delta_m,accel_variance,mock_location_flag,speed_anomaly,gps_trust_score,claim_latitude,claim_longitude,weather_api_match,rainfall_mm_hr,heat_index_celsius,aqi,claims_this_month,earnings_deviation,peer_claim_ratio,platform_login_active,order_availability,duplicate_upi_event,loyalty_score,loyalty_discount,weekly_premium_inr,hours_disrupted,payout_amount_inr,risk_score,decision,is_fraud
C005589,W00712,EVT0124,26,East Delhi,Zomato,Bike,38,2836.97,9.8,0,Winter,Heavy Rainfall,0.35,0.05,0.4,0.229,443.2,0.271,1,0,0.3522,28.909197,77.559229,0.361,0.5,28.7,142,5,0.603,0.184,0,1,0,0.7917,0.1583,59.7,6,900,68,MANUAL_REVIEW,1
C005590,W00175,EVT0098,25,Saket,Instamart,Bike,47,3801.81,5.7,0,Winter,Severe Pollution,0.14,0.05,0.19,0.776,221.3,1.052,0,0,0.7824,28.515677,77.216214,0.775,4.0,21.0,497,4,0.051,0.684,1,1,0,0.9792,0.1958,44.08,3,450,21,AUTO_APPROVE,0
C005591,W00191,EVT0282,34,Connaught Place,Zomato,Bike,46,3980.29,9.1,0,Summer,Severe Pollution,0.15,0.2,0.35,0.821,150.9,1.108,0,0,0.8166,28.644863,77.234659,0.842,1.2,23.8,554,4,0.055,0.826,1,1,0,0.9583,0.1917,57.37,3,450,11,AUTO_APPROVE,0
C005592,W01638,EVT0302,24,Connaught Place,BigBasket,Bike,5,3839.06,8.6,0,Monsoon,Severe Pollution,0.15,0.3,0.45,0.753,79.5,1.663,0,0,0.8556,28.640531,77.230333,0.904,4.2,31.0,507,0,0.157,0.842,1,1,0,0.1042,0.0208,70.2,4,600,15,AUTO_APPROVE,0
C005593,W01770,EVT0361,32,South Delhi,Zepto,Bike,31,2279.46,10.4,0,Post-Monsoon,Extreme Heat,0.1,0.1,0.2,0.972,45.5,1.167,0,0,0.8987,28.573076,77.254776,0.756,4.7,49.5,328,1,0.014,0.834,1,1,0,0.6458,0.1292,53.48,1,150,9,AUTO_APPROVE,0
C005594,W00267,EVT0382,34,West Delhi,BigBasket,EV Scooter,37,3298.48,12.0,1,Monsoon,Flooding,0.25,0.3,0.55,0.148,286.8,0.043,1,0,0.3205,28.627856,76.795217,0.355,7.7,40.2,137,1,0.855,0.028,1,0,1,0.7708,0.1542,66.15,4,600,65,MANUAL_REVIEW,1
C005595,W00796,EVT0180,30,East Delhi,Zomato,Bike,5,4557.12,9.8,1,Post-Monsoon,Extreme Heat,0.35,0.1,0.45,0.753,77.8,0.548,0,1,0.7443,28.655605,77.290598,0.979,4.7,57.9,348,3,0.207,0.802,1,1,0,0.1042,0.0208,72.28,3,450,16,AUTO_APPROVE,0
C005596,W00684,EVT0233,34,Faridabad,BigBasket,Bike,28,3743.15,9.1,0,Monsoon,Flooding,0.32,0.3,0.62,0.935,118.4,1.601,0,0,0.9163,28.404993,77.311582,0.96,28.1,34.9,125,3,0.183,0.655,1,1,0,0.5833,0.1167,66.75,1,150,6,AUTO_APPROVE,0
C005597,W01066,EVT0007,22,South Delhi,Zomato,Bike,1,3531.86,10.5,0,Monsoon,Social Disruption,0.1,0.3,0.4,0.438,1669.2,0.205,0,1,0.3453,28.445812,76.899798,0.359,12.3,37.3,230,4,0.486,0.043,0,0,0,0.0208,0.0042,72.26,4,600,46,MANUAL_REVIEW,1
C005598,W00795,EVT0404,43,Noida,Instamart,Bike,32,4439.31,10.6,1,Winter,Heavy Rainfall,0.28,0.05,0.33,0.83,185.3,1.608,0,0,0.865,28.544833,77.412516,0.777,70.1,28.4,163,1,0.093,0.962,1,1,0,0.6667,0.1333,55.63,4,600,16,AUTO_APPROVE,0
C005599,W01412,EVT0464,34,North Delhi,Instamart,Bike,20,2615.72,9.9,0,Winter,Social Disruption,0.2,0.05,0.25,0.789,118.0,0.807,1,0,0.6786,28.714212,77.226692,0.893,25.7,36.6,168,5,0.086,0.808,1,1,0,0.4167,0.0833,56.81,3,450,21,AUTO_APPROVE,0
C005600,W00721,EVT0231,26,Noida,Zomato,Bike,27,4319.21,9.5,0,Winter,Social Disruption,0.28,0.05,0.33,0.901,179.0,1.184,0,0,0.852,28.539339,77.381938,0.791,46.2,33.8,203,3,0.053,0.639,1,1,0,0.5625,0.1125,58.6,2,300,19,AUTO_APPROVE,0
C005601,W01825,EVT0062,23,South Delhi,Blinkit,EV Scooter,32,5147.11,9.1,0,Summer,Heavy Rainfall,0.1,0.2,0.3,0.874,165.5,1.955,0,0,0.9203,28.538984,77.255643,0.76,79.0,37.5,88,2,0.003,0.835,1,1,0,0.6667,0.1333,54.75,3,450,13,AUTO_APPROVE,0
C005602,W00730,EVT0245,43,Saket,Blinkit,Bicycle,25,2643.65,6.5,0,Post-Monsoon,Flooding,0.14,0.1,0.24,0.087,1553.4,0.221,1,1,0.1239,28.885987,76.790821,0.069,24.8,37.3,118,4,0.863,0.229,1,0,0,0.5208,0.1042,55.04,3,450,88,AUTO_REJECT,1
C005603,W01367,EVT0451,22,North Delhi,Blinkit,Bike,26,2300.84,7.4,0,Winter,Social Disruption,0.2,0.05,0.25,0.956,132.9,1.573,0,0,0.9198,28.705237,77.220536,0.98,35.6,33.8,274,1,0.202,0.743,1,1,0,0.5417,0.1083,56.58,4,600,14,AUTO_APPROVE,0
C005604,W00553,EVT0082,39,East Delhi,Zomato,Bike,30,2263.02,10.4,0,Post-Monsoon,Flooding,0.35,0.1,0.45,0.706,151.5,0.885,0,0,0.7482,28.682868,77.312812,0.948,77.9,39.1,128,2,0.124,0.815,1,1,0,0.625,0.125,59.96,4,600,16,AUTO_APPROVE,0
C005605,W01298,EVT0165,21,Noida,Zepto,Bike,22,2962.48,9.4,0,Monsoon,Flooding,0.28,0.3,0.58,0.878,151.9,0.457,0,0,0.7741,28.544465,77.391301,0.935,76.9,32.9,280,1,0.144,0.661,1,1,0,0.4583,0.0917,69.36,3,450,11,AUTO_APPROVE,0
C005606,W00362,EVT0153,24,South Delhi,Zomato,Bike,19,3715.07,10.0,0,Winter,Severe Pollution,0.1,0.05,0.15,0.827,223.2,1.896,0,0,0.8869,28.530981,77.250195,0.922,5.8,28.5,494,0,0.095,0.921,1,1,0,0.3958,0.0792,51.4,4,600,5,AUTO_APPROVE,0
C005607,W00320,EVT0161,21,North Delhi,Blinkit,Bicycle,26,2365.97,10.5,1,Post-Monsoon,Social Disruption,0.2,0.1,0.3,0.93,116.3,1.506,0,1,0.9052,28.70344,77.207488,0.884,65.1,37.0,263,2,0.016,0.668,1,1,0,0.5417,0.1083,61.14,4,600,7,AUTO_APPROVE,0
C005608,W00978,EVT0223,20,Saket,Blinkit,Bicycle,37,2306.39,9.7,0,Summer,Flooding,0.14,0.2,0.34,0.938,92.5,1.55,0,0,0.9163,28.530231,77.210849,0.837,68.9,35.8,330,2,0.034,0.63,1,1,0,0.7708,0.1542,53.89,3,450,14,AUTO_APPROVE,0
C005609,W01432,EVT0301,36,Noida,BigBasket,Bike,39,4315.11,10.1,0,Monsoon,Social Disruption,0.28,0.3,0.58,0.719,141.8,1.629,0,0,0.8292,28.524205,77.375316,0.769,72.4,41.0,144,0,0.176,0.666,1,1,0,0.8125,0.1625,65.53,6,900,24,AUTO_APPROVE,0
C005610,W00295,EVT0492,38,Lajpat Nagar,BigBasket,Bike,1,3217.64,10.2,0,Summer,Severe Pollution,0.12,0.2,0.32,0.355,623.1,0.052,1,1,0.3537,28.732167,77.298913,0.181,5.0,27.9,283,2,0.516,0.117,0,1,0,0.0208,0.0042,65.74,4,600,64,MANUAL_REVIEW,1
C005611,W00093,EVT0325,35,Faridabad,Swiggy,Bike,47,2880.34,7.5,0,Post-Monsoon,Heavy Rainfall,0.32,0.1,0.42,0.955,11.0,0.653,0,0,0.8457,28.399221,77.318188,0.924,53.2,29.5,114,1,0.194,0.966,1,1,0,0.9792,0.1958,53.26,5,750,7,AUTO_APPROVE,0
C005612,W01002,EVT0136,22,Dwarka,Blinkit,Bike,42,3303.43,9.3,0,Winter,Severe Pollution,0.22,0.05,0.27,0.709,101.8,1.96,0,1,0.8643,28.575077,77.060419,0.736,9.8,21.5,461,3,0.039,0.978,1,1,0,0.875,0.175,49.69,3,450,23,AUTO_APPROVE,0
C005613,W01863,EVT0228,26,Saket,BigBasket,Bike,30,3336.72,10.1,1,Post-Monsoon,Extreme Heat,0.14,0.1,0.24,0.458,1922.0,0.072,1,1,0.2021,28.137404,77.502632,0.182,3.1,39.0,270,5,0.836,0.215,1,1,1,0.625,0.125,51.39,2,300,59,MANUAL_REVIEW,1
C005614,W00349,EVT0324,31,Lajpat Nagar,Zomato,Bike,40,4204.21,8.7,0,Post-Monsoon,Severe Pollution,0.12,0.1,0.22,0.006,926.9,0.028,1,1,0.1662,28.41662,76.662668,0.132,14.0,26.3,139,5,0.667,0.307,0,1,0,0.8333,0.1667,48.52,6,900,85,AUTO_REJECT,1
C005615,W00565,EVT0093,40,Rohini,BigBasket,Bike,19,2856.88,9.4,0,Post-Monsoon,Extreme Heat,0.18,0.1,0.28,0.773,171.6,1.194,0,0,0.8029,28.733479,77.145191,0.817,3.0,53.8,248,2,0.113,0.659,1,1,0,0.3958,0.0792,57.07,3,450,14,AUTO_APPROVE,0
C005616,W00542,EVT0373,29,Gurgaon,Zepto,Bicycle,33,3675.06,6.0,0,Post-Monsoon,Heavy Rainfall,0.3,0.1,0.4,0.735,104.2,1.274,0,0,0.8058,28.467,77.023344,0.927,53.1,28.8,175,3,0.191,0.803,1,1,0,0.6875,0.1375,60.85,3,450,22,AUTO_APPROVE,0
C005617,W01800,EVT0402,41,South Delhi,Zomato,Bike,23,4082.2,7.6,0,Summer,Heavy Rainfall,0.1,0.2,0.3,0.953,89.0,0.964,0,0,0.8643,28.55359,77.252471,0.982,127.3,29.5,112,2,0.059,0.803,1,1,0,0.4792,0.0958,59.51,6,900,8,AUTO_APPROVE,0
C005618,W00464,EVT0207,43,East Delhi,Zepto,Bike,34,3700.76,6.5,0,Summer,Flooding,0.35,0.2,0.55,0.136,1442.3,0.239,0,1,0.262,28.117856,76.784232,0.095,14.0,41.2,199,4,0.585,0.033,0,0,0,0.7083,0.1417,62.04,3,450,63,MANUAL_REVIEW,1
C005619,W01722,EVT0123,43,South Delhi,Blinkit,Bike,44,3145.44,8.7,1,Post-Monsoon,Severe Pollution,0.1,0.1,0.2,0.753,50.7,0.956,0,0,0.7892,28.540943,77.260923,0.948,8.4,25.2,498,3,0.112,0.926,1,1,0,0.9167,0.1833,48.22,4,600,16,AUTO_APPROVE,0
C005620,W01101,EVT0097,26,Faridabad,BigBasket,Bike,27,3338.41,8.7,0,Summer,Flooding,0.32,0.2,0.52,0.74,122.5,0.982,0,1,0.7758,28.408666,77.324183,0.886,60.6,31.5,219,1,0.066,0.801,1,1,0,0.5625,0.1125,67.74,3,450,12,AUTO_APPROVE,0
C005621,W00580,EVT0346,35,Rohini,BigBasket,EV Scooter,5,3240.51,10.9,0,Summer,Flooding,0.18,0.2,0.38,0.684,43.3,1.887,0,0,0.8558,28.729334,77.133674,0.824,23.1,34.6,139,3,0.087,0.725,1,1,0,0.1042,0.0208,66.62,5,750,24,AUTO_APPROVE,0
C005622,W01133,EVT0142,27,Faridabad,BigBasket,EV Scooter,19,3389.4,7.2,0,Winter,Flooding,0.32,0.05,0.37,0.393,1010.5,0.117,0,1,0.4173,28.267613,76.859282,0.097,23.2,28.2,348,6,0.803,0.297,1,0,0,0.3958,0.0792,62.11,3,450,72,AUTO_REJECT,1
C005623,W01544,EVT0490,23,Connaught Place,Swiggy,Bicycle,12,2703.92,8.3,0,Post-Monsoon,Severe Pollution,0.15,0.1,0.25,0.758,218.5,1.443,0,0,0.8147,28.63468,77.208447,0.73,4.2,25.5,458,2,0.188,0.902,1,1,0,0.25,0.05,57.71,1,150,22,AUTO_APPROVE,0
C005624,W00267,EVT0111,34,West Delhi,BigBasket,EV Scooter,37,3298.48,12.0,1,Winter,Social Disruption,0.25,0.05,0.3,0.975,7.9,1.601,0,0,0.9489,28.654921,77.092402,0.958,30.4,42.2,326,2,0.063,0.633,1,1,0,0.7708,0.1542,55.22,2,300,1,AUTO_APPROVE,0
C005625,W00437,EVT0312,32,Faridabad,Blinkit,Bicycle,32,3272.41,10.5,0,Post-Monsoon,Heavy Rainfall,0.32,0.1,0.42,0.801,184.9,1.958,0,0,0.8885,28.41837,77.313369,0.755,93.7,33.7,199,4,0.179,0.746,1,1,0,0.6667,0.1333,61.6,4,600,20,AUTO_APPROVE,0
C005626,W01944,EVT0488,34,Faridabad,Instamart,Bicycle,37,3347.52,8.8,0,Monsoon,Social Disruption,0.32,0.3,0.62,0.817,34.1,0.617,0,0,0.7834,28.39811,77.307782,0.827,58.2,37.7,176,7,0.134,0.567,1,1,0,0.7708,0.1542,65.1,3,450,30,AUTO_APPROVE,0
C005627,W00190,EVT0418,38,East Delhi,Blinkit,Bike,21,2877.1,7.4,0,Monsoon,Social Disruption,0.35,0.3,0.65,0.784,72.1,0.508,0,0,0.7536,28.669865,77.307822,0.781,57.2,40.7,285,2,0.199,0.627,1,1,0,0.4375,0.0875,69.93,3,450,19,AUTO_APPROVE,0
C005628,W00579,EVT0415,40,Gurgaon,Swiggy,Bike,6,2717.37,9.3,0,Post-Monsoon,Flooding,0.3,0.1,0.4,0.978,52.2,0.731,0,0,0.8565,28.457488,77.025855,0.931,63.9,35.2,184,1,0.128,0.697,1,1,0,0.125,0.025,61.32,3,450,4,AUTO_APPROVE,0
C005629,W01342,EVT0074,26,Lajpat Nagar,BigBasket,Bike,21,3391.57,8.8,1,Post-Monsoon,Extreme Heat,0.12,0.1,0.22,0.685,12.2,1.318,0,0,0.804,28.549142,77.27187,0.793,1.2,52.1,224,1,0.027,0.633,1,1,0,0.4375,0.0875,58.1,4,600,23,AUTO_APPROVE,0
C005630,W01225,EVT0126,24,East Delhi,BigBasket,Bicycle,46,4738.28,8.2,1,Monsoon,Social Disruption,0.35,0.3,0.65,0.378,800.0,0.221,0,0,0.4533,28.654986,77.201566,0.453,27.3,37.0,343,6,0.811,0.003,1,1,1,0.9583,0.1917,65.58,3,450,59,MANUAL_REVIEW,1
C005631,W01816,EVT0044,38,Noida,Blinkit,Bike,43,5191.23,9.1,1,Post-Monsoon,Severe Pollution,0.28,0.1,0.38,0.956,42.6,1.471,0,0,0.9231,28.537304,77.392165,0.873,2.8,22.2,571,1,0.089,0.75,1,1,0,0.8958,0.1792,54.16,3,450,9,AUTO_APPROVE,0
C005632,W00351,EVT0142,35,North Delhi,Swiggy,Bicycle,21,2361.12,11.2,0,Winter,Extreme Heat,0.2,0.05,0.25,0.745,199.8,1.956,0,0,0.8636,28.716299,77.205216,0.99,4.5,54.9,232,6,0.137,0.58,1,1,0,0.4375,0.0875,57.27,2,300,25,AUTO_APPROVE,0
C005633,W00026,EVT0236,25,South Delhi,Zepto,Bike,33,3333.69,6.7,0,Winter,Heavy Rainfall,0.1,0.05,0.15,0.884,191.3,1.322,0,0,0.8571,28.555808,77.256223,0.833,83.3,30.2,198,1,0.086,0.983,1,1,0,0.6875,0.1375,49.59,3,450,12,AUTO_APPROVE,0
C005634,W01418,EVT0081,22,North Delhi,Instamart,Bike,15,3110.84,7.0,0,Post-Monsoon,Severe Pollution,0.2,0.1,0.3,0.796,50.9,1.184,0,0,0.8292,28.72552,77.204552,0.743,9.5,26.6,571,0,0.062,0.95,1,1,0,0.3125,0.0625,61.91,4,600,16,AUTO_APPROVE,0
C005635,W00311,EVT0150,28,Dwarka,Instamart,Bike,18,3780.81,7.1,0,Monsoon,Flooding,0.22,0.3,0.52,0.896,58.8,0.674,0,0,0.817,28.584839,77.050827,0.764,59.8,31.1,226,3,0.158,0.952,1,1,0,0.375,0.075,68.62,5,750,21,AUTO_APPROVE,0
C005636,W01336,EVT0350,40,Saket,Blinkit,Bike,32,3657.89,10.3,0,Winter,Flooding,0.14,0.05,0.19,0.736,25.0,1.232,0,0,0.8138,28.50973,77.211626,0.886,32.3,29.3,141,2,0.047,0.798,1,1,0,0.6667,0.1333,51.81,2,300,21,AUTO_APPROVE,0
C005637,W01788,EVT0302,39,West Delhi,Instamart,EV Scooter,39,4922.46,8.8,1,Summer,Extreme Heat,0.25,0.2,0.45,0.517,733.9,0.178,0,0,0.5145,28.139005,76.96939,0.53,4.0,30.8,152,5,0.624,0.013,1,0,1,0.8125,0.1625,55.02,4,600,49,MANUAL_REVIEW,1
C005638,W00899,EVT0398,42,Gurgaon,Instamart,Bike,17,1500.0,8.7,0,Summer,Severe Pollution,0.3,0.2,0.5,0.764,66.7,1.663,0,1,0.8619,28.453271,77.030543,0.988,5.6,25.9,467,1,0.015,0.844,1,1,0,0.3542,0.0708,67.67,1,150,11,AUTO_APPROVE,0
C005639,W00431,EVT0166,39,Noida,Swiggy,EV Scooter,10,3021.06,12.2,0,Post-Monsoon,Severe Pollution,0.28,0.1,0.38,0.836,115.6,1.9,0,0,0.9071,28.553629,77.392013,0.839,6.5,24.0,464,1,0.101,0.635,1,1,0,0.2083,0.0417,64.66,2,300,12,AUTO_APPROVE,0
C005640,W01326,EVT0440,28,Dwarka,Zomato,Bike,12,3482.68,10.3,0,Monsoon,Flooding,0.22,0.3,0.52,0.881,66.0,1.54,0,1,0.8965,28.57971,77.077562,0.755,68.8,37.7,208,2,0.104,0.828,1,1,0,0.25,0.05,71.46,3,450,15,AUTO_APPROVE,0
C005641,W01379,EVT0096,20,Saket,Instamart,Bike,30,3780.72,11.8,0,Post-Monsoon,Flooding,0.14,0.1,0.24,0.712,155.1,0.825,0,0,0.744,28.537155,77.211443,0.843,24.0,35.2,251,1,0.07,0.679,1,1,0,0.625,0.125,53.37,4,600,19,AUTO_APPROVE,0
C005642,W01144,EVT0305,30,Lajpat Nagar,Zomato,Bicycle,46,3954.52,10.2,0,Summer,Social Disruption,0.12,0.2,0.32,0.774,214.3,0.656,0,0,0.7431,28.55352,77.229834,0.825,67.5,37.1,342,5,0.105,0.583,1,1,0,0.9583,0.1917,54.54,2,300,21,AUTO_APPROVE,0
C005643,W01308,EVT0480,31,Connaught Place,Instamart,EV Scooter,40,5099.04,8.5,0,Monsoon,Extreme Heat,0.15,0.3,0.45,0.774,49.8,1.76,0,0,0.8781,28.634038,77.224363,0.837,4.1,54.1,188,2,0.075,0.733,1,1,0,0.8333,0.1667,59.9,3,450,19,AUTO_APPROVE,0
C005644,W01263,EVT0292,24,South Delhi,Blinkit,Bike,24,4503.6,8.6,0,Monsoon,Social Disruption,0.1,0.3,0.4,0.927,70.8,1.822,0,0,0.9424,28.537784,77.241604,0.938,66.1,38.0,272,2,0.146,0.659,1,1,0,0.5,0.1,58.64,3,450,2,AUTO_APPROVE,0
C005645,W00697,EVT0122,23,Dwarka,Swiggy,Bike,33,3221.06,10.2,0,Winter,Social Disruption,0.22,0.05,0.27,0.91,199.3,0.653,0,0,0.7994,28.605974,77.055905,0.776,24.5,35.5,197,3,0.206,0.833,1,1,0,0.6875,0.1375,55.71,2,300,21,AUTO_APPROVE,0
C005646,W01821,EVT0165,39,Faridabad,BigBasket,Bike,17,3017.83,7.6,0,Winter,Severe Pollution,0.32,0.05,0.37,0.47,1932.6,0.277,1,1,0.2258,28.381428,76.657563,0.169,26.2,27.8,321,3,0.766,0.159,1,0,0,0.3542,0.0708,63.67,2,300,58,MANUAL_REVIEW,1
C005647,W01059,EVT0219,33,North Delhi,Swiggy,Bike,20,3487.51,5.1,0,Monsoon,Flooding,0.2,0.3,0.5,0.809,53.1,1.303,0,0,0.8459,28.718278,77.225246,0.728,67.6,34.6,321,3,0.041,0.968,1,1,0,0.4167,0.0833,67.54,4,600,18,AUTO_APPROVE,0
C005648,W00355,EVT0226,38,South Delhi,BigBasket,Bicycle,42,3260.94,12.2,0,Post-Monsoon,Social Disruption,0.1,0.1,0.2,0.815,171.9,1.677,0,0,0.8679,28.55136,77.256968,0.786,57.7,32.8,146,4,0.121,0.744,1,1,0,0.875,0.175,49.22,4,600,19,AUTO_APPROVE,0
C005649,W01450,EVT0177,20,South Delhi,Swiggy,EV Scooter,21,3296.82,8.2,0,Monsoon,Extreme Heat,0.1,0.3,0.4,0.148,1171.8,0.011,1,0,0.1845,28.58487,76.991055,0.291,3.8,33.3,278,5,0.865,0.153,1,0,0,0.4375,0.0875,64.28,3,450,71,AUTO_REJECT,1
C005650,W01843,EVT0267,38,Gurgaon,BigBasket,EV Scooter,41,5432.08,8.6,0,Winter,Social Disruption,0.3,0.05,0.35,0.213,1148.0,0.225,1,1,0.2355,28.97746,77.076049,0.472,7.4,31.5,233,0,0.613,0.051,0,1,0,0.8542,0.1708,53.99,5,750,53,MANUAL_REVIEW,1
C005651,W00436,EVT0066,39,West Delhi,Swiggy,Bike,11,4391.46,9.0,0,Monsoon,Social Disruption,0.25,0.3,0.55,0.998,188.5,1.69,0,0,0.9399,28.663349,77.092443,0.833,61.1,40.3,306,0,0.003,0.904,1,1,0,0.2292,0.0458,72.73,3,450,3,AUTO_APPROVE,0
C005652,W01546,EVT0197,26,Gurgaon,Zomato,Bike,24,2943.01,6.0,0,Monsoon,Severe Pollution,0.3,0.3,0.6,0.842,93.2,0.743,0,0,0.7971,28.45616,77.037898,0.793,1.3,28.5,431,5,0.103,0.798,1,1,0,0.5,0.1,68.86,4,600,22,AUTO_APPROVE,0
C005653,W01400,EVT0084,25,Rohini,Zomato,Bike,5,3438.11,6.2,0,Winter,Social Disruption,0.18,0.05,0.23,0.842,135.6,1.835,0,0,0.9,28.731951,77.137768,0.886,66.5,28.3,293,0,0.008,0.739,1,1,0,0.1042,0.0208,54.32,4,600,11,AUTO_APPROVE,0
C005654,W01425,EVT0381,30,Connaught Place,Blinkit,Bike,23,3371.84,10.5,0,Winter,Social Disruption,0.15,0.05,0.2,0.85,157.5,1.662,0,0,0.8826,28.624578,77.211981,0.857,46.9,28.6,271,1,0.156,0.798,1,1,0,0.4792,0.0958,53.43,2,300,10,AUTO_APPROVE,0
C005655,W01450,EVT0161,20,South Delhi,Swiggy,EV Scooter,21,3296.82,8.2,0,Post-Monsoon,Social Disruption,0.1,0.1,0.2,0.428,1553.3,0.267,1,1,0.2649,28.668214,77.052157,0.314,18.7,28.9,142,6,0.382,0.025,1,0,0,0.4375,0.0875,51.13,4,600,56,MANUAL_REVIEW,1
C005656,W00555,EVT0272,32,East Delhi,Instamart,Bike,39,3181.85,7.3,0,Winter,Social Disruption,0.35,0.05,0.4,0.778,229.1,0.78,0,1,0.7548,28.650644,77.289841,0.778,58.0,29.2,299,4,0.099,0.601,1,1,0,0.8125,0.1625,57.89,4,600,25,AUTO_APPROVE,0
C005657,W01837,EVT0055,29,East Delhi,Zepto,Bike,9,4397.91,9.2,1,Monsoon,Flooding,0.35,0.3,0.65,0.743,146.8,1.047,0,0,0.7799,28.676897,77.322245,0.995,25.0,29.0,153,2,0.124,0.796,1,1,0,0.1875,0.0375,76.9,1,150,18,AUTO_APPROVE,0
C005658,W00006,EVT0181,44,Faridabad,Zomato,Bike,18,5441.47,8.5,0,Monsoon,Heavy Rainfall,0.32,0.3,0.62,0.945,12.3,1.486,0,0,0.9248,28.412646,77.304304,0.935,92.7,35.3,147,1,0.211,0.655,1,1,0,0.375,0.075,70.48,1,150,8,AUTO_APPROVE,0
C005659,W01088,EVT0142,23,Noida,Swiggy,Bike,11,3726.56,8.7,0,Post-Monsoon,Social Disruption,0.28,0.1,0.38,0.088,326.6,0.105,1,0,0.2967,28.883341,76.838851,0.348,9.0,40.6,90,6,0.878,0.046,1,0,0,0.2292,0.0458,64.62,3,450,79,AUTO_REJECT,1
C005660,W01128,EVT0361,39,Noida,Instamart,Bike,10,5168.15,8.1,0,Monsoon,Heavy Rainfall,0.28,0.3,0.58,0.968,38.6,1.99,0,0,0.9804,28.517514,77.382602,0.909,66.4,29.3,188,3,0.043,0.813,1,1,0,0.2083,0.0417,73.16,6,900,12,AUTO_APPROVE,0
C005661,W01892,EVT0188,39,Saket,Zomato,Bike,47,3734.4,11.2,0,Summer,Flooding,0.14,0.2,0.34,0.992,155.3,0.512,0,0,0.8247,28.4991,77.203003,0.802,44.0,32.2,280,5,0.183,0.775,1,1,0,0.9792,0.1958,50.61,4,600,14,AUTO_APPROVE,0
C005662,W01508,EVT0498,28,Noida,BigBasket,Bicycle,24,4434.88,7.9,1,Post-Monsoon,Severe Pollution,0.28,0.1,0.38,0.513,1940.5,0.183,1,0,0.2324,28.030919,77.1089,0.442,14.9,40.9,353,0,0.782,0.309,1,1,0,0.5,0.1,60.39,3,450,47,MANUAL_REVIEW,1
C005663,W01359,EVT0430,44,Saket,Zomato,Bike,40,3639.87,10.9,0,Winter,Extreme Heat,0.14,0.05,0.19,0.732,135.1,0.585,0,0,0.731,28.516745,77.213127,0.865,1.3,50.6,288,2,0.214,0.987,1,1,0,0.8333,0.1667,48.48,3,450,18,AUTO_APPROVE,0
C005664,W00784,EVT0060,42,North Delhi,Zepto,EV Scooter,12,4082.12,5.4,0,Winter,Severe Pollution,0.2,0.05,0.25,0.683,193.3,1.968,0,0,0.841,28.715005,77.219187,0.916,0.4,23.3,488,2,0.002,0.829,1,1,0,0.25,0.05,59.86,3,450,13,AUTO_APPROVE,0
C005665,W01583,EVT0010,25,West Delhi,Zomato,Bicycle,47,4714.26,9.2,0,Summer,Social Disruption,0.25,0.2,0.45,0.155,1663.8,0.232,1,1,0.1356,28.793917,76.873212,0.245,18.5,37.3,348,1,0.644,0.046,1,0,0,0.9792,0.1958,58.0,3,450,69,MANUAL_REVIEW,1
C005666,W00581,EVT0499,30,Dwarka,Zepto,Bike,28,4085.73,9.1,0,Post-Monsoon,Severe Pollution,0.22,0.1,0.32,0.985,73.1,0.837,0,0,0.8667,28.599628,77.045735,0.762,9.0,27.7,588,1,0.102,0.911,1,1,0,0.5833,0.1167,56.93,4,600,10,AUTO_APPROVE,0
C005667,W00446,EVT0371,23,Saket,Swiggy,EV Scooter,38,3872.42,10.7,0,Monsoon,Heavy Rainfall,0.14,0.3,0.44,0.721,82.7,0.471,0,0,0.7231,28.514054,77.223971,0.811,129.1,32.1,149,5,0.176,0.591,1,1,0,0.7917,0.1583,62.41,2,300,31,MANUAL_REVIEW,0
C005668,W00342,EVT0331,37,Connaught Place,Instamart,Bike,26,2710.64,8.6,0,Monsoon,Social Disruption,0.15,0.3,0.45,0.942,206.6,1.56,0,0,0.9018,28.621172,77.225978,0.92,67.3,39.6,334,0,0.082,0.658,1,1,0,0.5417,0.1083,65.8,3,450,3,AUTO_APPROVE,0
C005669,W00757,EVT0437,28,Noida,Swiggy,Bike,4,4296.55,9.4,0,Monsoon,Severe Pollution,0.28,0.3,0.58,0.992,42.1,1.524,0,0,0.9429,28.519747,77.409419,0.894,6.5,34.6,446,1,0.115,0.572,1,1,0,0.0833,0.0167,77.47,6,900,4,AUTO_APPROVE,0
C005670,W00484,EVT0253,23,Gurgaon,Zepto,EV Scooter,32,3586.93,10.3,0,Post-Monsoon,Extreme Heat,0.3,0.1,0.4,0.744,26.7,0.861,0,0,0.7797,28.455142,77.022546,0.754,3.4,53.1,275,1,0.1,0.885,1,1,0,0.6667,0.1333,59.87,5,750,17,AUTO_APPROVE,0
C005671,W01171,EVT0231,20,Faridabad,Zepto,Bicycle,41,4197.12,8.2,0,Winter,Social Disruption,0.32,0.05,0.37,0.364,1295.0,0.196,1,1,0.271,28.758381,76.926904,0.083,24.1,30.4,104,4,0.774,0.037,1,0,0,0.8542,0.1708,54.95,1,150,71,AUTO_REJECT,1
